Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,X,Y,Latitude,Longitude,Elevation (m),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,City Generator Link
454,Zwelkesteen,De warme landen,Cherninogo Shire,Frijdaland,Frijdaland,Daans,Path of Remiradarin,7123,981.48,700,26.33,0.47,116,15°C,Rome (Italy),,,citadel,,plaza,,shanty town,{t1:gules;charges:[{charge:ladder;t:argent;p:e;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Zwelkesteen&population=7123&size=27&seed=6028841150454&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=1&gates=-1
455,Brokkelbos,Arester Plaat,Arester Plaat,Frijdaland,Frijdaland,Daans,Path of Remiradarin,1022,975.29,564.25,29.27,0.33,147,13°C,Milan (Italy),,,citadel,walls,,,shanty town,{t1:purpure;division:{division:perCross;t:or;line:straight};charges:[{charge:eagle;t:argent;p:e;t2:argent;t3:argent;divided:counter;size:1.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Brokkelbos&population=1022&size=13&seed=6028841150455&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=1&gates=-1
456,Treggestad,Arester Plaat,Arester Plaat,Frijdaland,Frijdaland,Stinkman,Path of Remiradarin,1200,986.67,512.38,30.4,0.58,3,13°C,Milan (Italy),,port,citadel,walls,plaza,,,{t1:vert;charges:[{charge:lionHeadCaboshed;t:or;p:abc;t2:or;size:0.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Treggestad&population=1200&size=14&seed=6028841150456&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.72
457,Ommelhoek,Grootreuse landen,Grootreuse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,102,1307.23,732.34,25.63,7.6,7,17°C,Lisbon (Portugal),,,,,,,,{t1:argent;charges:[{charge:bullHeadCaboshed;t:sable;p:e;t2:sable;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=102&name=&seed=6028841150457&width=600&height=273&tags=pond%2Chighway%2Cfarmland%2Cno+square
458,Krakkert,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Noordlander,Slovan Deities,85,1411.18,705.52,26.21,9.87,3,17°C,Lisbon (Portugal),,,,,,,,{t1:or;division:{division:perPale;t:gules;line:straight};ordinaries:[{ordinary:pale;t:azure;line:engrailed}];shield:pavise},https://watabou.github.io/village-generator/?pop=85&name=&seed=6028841150458&width=400&height=182&tags=river%2Chighway%2Cfarmland%2Cno+square%2Csparse
459,Scharreldam,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Noordlander,Slovan Deities,4500,1457.01,749.56,25.26,10.87,25,17°C,Lisbon (Portugal),,,citadel,,plaza,,shanty town,{t1:argent;charges:[{charge:crossSantiago;t:purpure;p:e;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Scharreldam&population=4500&size=23&seed=6028841150459&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=1&gates=-1
460,Vledderzee,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,6544,1288.64,704.15,26.24,7.19,261,14°C,Washington (D.C.),,port,,,plaza,,shanty town,{t1:argent;ordinaries:[{ordinary:bend;t:azure;line:straight}];charges:[{charge:estoile;t:argent;p:jo;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=Vledderzee&population=6544&size=26&seed=6028841150460&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=1&gates=-1&sea=1.84
461,Luttervoort,Grootreuse landen,Grootreuse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,3033,1322.93,759.94,25.03,7.94,75,17°C,Lisbon (Portugal),,,,,plaza,,,{t1:argent;ordinaries:[{ordinary:pall;t:purpure}];charges:[{charge:anchor;t:argent;p:jlh;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=Luttervoort&population=3033&size=20&seed=6028841150461&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
462,Grommelo,Ruiteringen,Ruiteringen,Frijdaland,Frijdaland,Noordlander,Slovan Deities,8022,1392.49,864.96,22.76,9.46,7,19°C,Marrakesh (Morocco),,,,,,,,{t1:gules;ordinaries:[{ordinary:chevronReversed;t:or}];charges:[{charge:ladder;t:or;p:b;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Grommelo&population=8022&size=28&seed=6028841150462&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
463,NeerStoof,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,304,1131.92,604.86,28.39,3.76,283,12°C,Paris (France),,,,,plaza,,,{t1:azure;charges:[{charge:crossHummetty;t:or;p:kn;size:0.7}];shield:polish},https://watabou.github.io/village-generator/?pop=304&name=&seed=6028841150463&width=800&height=364&tags=highway%2Cuncultivated%2Cdense
464,Zonkeveen,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,305,1128.89,623.91,27.98,3.69,42,15°C,Rome (Italy),,,,,plaza,,,{t1:gemelles-sable-or-small;division:{division:perFess;t:argent;line:straight};charges:[{charge:shipWheel;t:gules;p:k;size:0.7};{charge:crossCeltic;t:azure;p:n;size:0.7}];shield:polish},https://watabou.github.io/village-generator/?pop=305&name=&seed=6028841150464&width=800&height=364&tags=highway%2Cuncultivated%2Cdense
465,Bergschebroek,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,405,1150.88,662.38,27.15,4.18,403,12°C,Paris (France),,,,,plaza,,,{t1:argent;division:{division:perPale;t:sable;line:wavy};charges:[{charge:ladder;t:gules;p:jl;divided:counter;size:0.7}];shield:polish},https://watabou.github.io/village-generator/?pop=405&name=&seed=6028841150465&width=800&height=364&tags=highway%2Cuncultivated%2Cdense
466,Hoetwold,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,800,1150.05,712.29,26.07,4.16,484,14°C,Washington (D.C.),,,,,,,,{t1:argent;division:{division:perFess;t:gules;line:engrailed};charges:[{charge:ladder;t:purpure;p:k;size:0.7};{charge:fan;t:argent;p:n;size:0.7}];shield:polish},https://watabou.github.io/village-generator/?pop=800&name=&seed=6028841150466&width=1000&height=455&tags=highway%2Cuncultivated%2Cno+square%2Cdense
467,Snikkerdam,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,2567,1323.01,668.32,27.02,7.94,7,16°C,Dubrovnik (Croatia),,,,,plaza,,,{t1:azure;charges:[{charge:escallop;t:or;p:e;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Snikkerdam&population=2567&size=19&seed=6028841150467&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
468,Koelekerk,Prellebergse landen,Prellebergse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,4708,1299.35,760.95,25.01,7.42,42,17°C,Lisbon (Portugal),,,citadel,,plaza,,,{t1:argent;charges:[{charge:ladder;t:purpure;p:kn;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=Koelekerk&population=4708&size=23&seed=6028841150468&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
469,Drommelveen,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Noordlander,Slovan Deities,6849,1437.23,765.42,24.92,10.44,25,17°C,Lisbon (Portugal),,,,,plaza,,,{t1:argent;charges:[{charge:stagPassant;t:purpure;p:e;t2:purpure;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Drommelveen&population=6849&size=27&seed=6028841150469&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
470,Schopten,Grootreuse landen,Grootreuse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,8498,1344.27,787.76,24.43,8.41,88,17°C,Lisbon (Portugal),,,,walls,plaza,,,{t1:sable;division:{division:perCross;t:or;line:bevilled};charges:[{charge:ladder;t:argent;p:j;size:0.6};{charge:griffinPassant;t:azure;p:l;size:0.6};{charge:castle;t:gules;p:m;size:0.6};{charge:butterfly;t:argent;p:o;size:0.6}];shield:polish},https://watabou.github.io/city-generator/?name=Schopten&population=8498&size=29&seed=6028841150470&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
471,Plomperdam,Grootreuse landen,Grootreuse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,134,1325.05,808.77,23.98,7.99,88,17°C,Lisbon (Portugal),,,,,plaza,,,{t1:vert;charges:[{charge:anchor;t:argent;p:jln;size:0.7}];shield:polish},https://watabou.github.io/village-generator/?pop=134&name=&seed=6028841150471&width=600&height=273&tags=pond%2Chighway
472,Ristelwoud,Ruiteringen,Ruiteringen,Frijdaland,Frijdaland,Daans,Slovan Deities,800,1371.67,853.25,23.01,9.01,33,19°C,Marrakesh (Morocco),,,citadel,,plaza,,,{t1:vert;ordinaries:[{ordinary:bordure;t:or}];charges:[{charge:boarHeadErased;t:or;p:peq;t2:or;t3:argent;size:0.4}];shield:pavise},https://watabou.github.io/city-generator/?name=Ristelwoud&population=800&size=12&seed=6028841150472&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
473,Dreulsterbos,Daanse landen,Daanse landen,Frijdaland,Frijdaland,Noordlander,Slovan Deities,5164,1480.87,818.52,23.77,11.39,3,18°C,Barcelona (Spain),,,,,plaza,,,{t1:argent;charges:[{charge:drakkar;t:azure;p:e;t2:azure;t3:azure;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Dreulsterbos&population=5164&size=24&seed=6028841150473&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
474,Waggeldam,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Noordlander,Slovan Deities,3300,1441.14,755.65,25.13,10.52,3,17°C,Lisbon (Portugal),,,,,plaza,,shanty town,{t1:argent;charges:[{charge:eagle;t:gules;p:e;t2:gules;t3:sable;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Waggeldam&population=3300&size=20&seed=6028841150474&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=1&gates=-1
475,Grootruigeveen,Bosmeester landen,Bosmeester landen,Frijdaland,Frijdaland,Daans,Slovan Deities,5040,1225.6,844.08,23.21,5.81,164,18°C,Barcelona (Spain),,,citadel,walls,plaza,temple,shanty town,{t1:argent;ordinaries:[{ordinary:chevron;t:sable}];charges:[{charge:inescutcheon;t:gules;p:jln;size:0.7};{charge:pique;t:argent;p:jln;size:0.35}];shield:polish},https://watabou.github.io/city-generator/?name=Grootruigeveen&population=5040&size=24&seed=6028841150475&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1
476,Vrederlo,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,500,1173.8,822.54,23.68,4.68,131,18°C,Barcelona (Spain),,,,,,,,{t1:argent;ordinaries:[{ordinary:pale;t:sable;line:straight}];charges:[{charge:cowHorns;t:argent;p:e;size:0.7}];shield:polish},https://watabou.github.io/village-generator/?pop=500&name=&seed=6028841150476&width=800&height=364&tags=highway%2Cuncultivated%2Cno+square%2Cdense
477,Weemelo,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,1100,1181.19,829.53,23.53,4.84,116,18°C,Barcelona (Spain),,,,,,,,{t1:gules;charges:[{charge:crossPotent;t:argent;p:e;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=1100&name=&seed=6028841150477&width=1400&height=636&tags=highway%2Cuncultivated%2Cno+square%2Cdense
478,Slemberg,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,4500,1046.16,784.38,24.51,1.88,52,18°C,Barcelona (Spain),,,,,plaza,,,{t1:argent;division:{division:perFess;t:gules;line:straight};charges:[{charge:dove;t:argent;p:ABCDEFGHIJKL;t2:argent;divided:counter;size:0.18}];shield:polish},https://watabou.github.io/city-generator/?name=Slemberg&population=4500&size=23&seed=6028841150478&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
479,Moffelen,luschingen,luschingen,Frijdaland,Frijdaland,Daans,Slovan Deities,1202,1020.14,878.83,22.46,1.32,3,19°C,Marrakesh (Morocco),,,citadel,,plaza,,,{t1:or;division:{division:perPale;t:vert;line:straight};charges:[{charge:billet;t:purpure;p:e;divided:counter;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Moffelen&population=1202&size=14&seed=6028841150479&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
480,Krenterdam,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,340,1130.07,875.42,22.53,3.72,25,19°C,Marrakesh (Morocco),,,,,plaza,,,{t1:purpure;division:{division:perCross;t:argent;line:embattled};charges:[{charge:wheatStalk;t:or;p:j;t2:or;size:0.6};{charge:crescent;t:azure;p:l;size:0.6};{charge:snake;t:purpure;p:m;size:0.6};{charge:dragonPassant;t:argent;p:o;size:0.6}];shield:polish},https://watabou.github.io/village-generator/?pop=340&name=&seed=6028841150480&width=800&height=364&tags=river%2Chighway%2Cdense
481,Zeedregge,De vrije waterlanden,De vrije waterlanden,Frijdaland,Frijdaland,Daans,Slovan Deities,2300,962.81,830.58,23.5,0.06,18,19°C,Marrakesh (Morocco),,port,citadel,,plaza,,,{t1:argent;charges:[{charge:ladder;t:sable;p:e;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Zeedregge&population=2300&size=18&seed=6028841150481&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.76
482,Drellebos,De vrije waterlanden,De vrije waterlanden,Frijdaland,Frijdaland,Daans,Slovan Deities,2303,931.02,832.09,23.47,-0.63,52,19°C,Marrakesh (Morocco),,,,,,,,{t1:pally-sable-or;charges:[{charge:peacock;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Drellebos&population=2303&size=18&seed=6028841150482&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
483,Tuinwijk aan de Stroef,De vrije waterlanden,De vrije waterlanden,Frijdaland,Frijdaland,Stinkman,Old Slovan Spirits,7182,898.1,871.64,22.61,-1.35,33,19°C,Marrakesh (Morocco),,port,citadel,,plaza,,,{t1:or;charges:[{charge:bearRampant;t:azure;p:e;t2:azure;t3:azure;size:1.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Tuinwijk+aan+de+Stroef&population=7182&size=27&seed=6028841150483&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=0.38
484,Zwagerveen,De vrije waterlanden,De vrije waterlanden,Frijdaland,Frijdaland,Daans,Path of Remiradarin,4003,885.03,813.3,23.88,-1.64,131,17°C,Lisbon (Portugal),,port,,walls,plaza,,,{t1:vert;charges:[{charge:bearPassant;t:argent;p:jln;t2:argent;t3:argent;size:0.7}];shield:renaissance},https://watabou.github.io/city-generator/?name=Zwagerveen&population=4003&size=22&seed=6028841150484&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.68
485,Wekkerlo,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,405,1148.78,724.78,25.8,4.13,484,14°C,Washington (D.C.),,,,,,,,{t1:or;ordinaries:[{ordinary:saltire;t:gules;line:archedReversed}];charges:[{charge:ladder;t:argent;p:e;size:0.7}];shield:polish},https://watabou.github.io/village-generator/?pop=405&name=&seed=6028841150485&width=800&height=364&tags=highway%2Cuncultivated%2Cno+square%2Cdense
486,Vrederlo,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,1304,1164.43,719.23,25.92,4.47,484,14°C,Washington (D.C.),,,,walls,plaza,,,{t1:azure;charges:[{charge:frog;t:or;p:e;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Vrederlo&population=1304&size=14&seed=6028841150486&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
487,Viltbergen,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,6055,1146.79,634.7,27.75,4.09,328,13°C,Milan (Italy),,,citadel,walls,plaza,,,{t1:purpure;charges:[{charge:arrowsSheaf;t:or;p:e;t2:or;t3:argent;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Viltbergen&population=6055&size=26&seed=6028841150487&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=true&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
488,Weggerpoel,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,130,1092.08,733.43,25.61,2.89,3,17°C,Lisbon (Portugal),,,,,plaza,,,{t1:gules;ordinaries:[{ordinary:pale;t:argent;line:barby}];charges:[{charge:ladder;t:sable;p:kn;size:0.7}];shield:polish},https://watabou.github.io/village-generator/?pop=130&name=&seed=6028841150488&width=600&height=273&tags=pond%2Chighway%2Cuncultivated
489,Krommerschans,Bosmeester landen,Bosmeester landen,Frijdaland,Frijdaland,Wildlands,Old Slovan Spirits,4044,1136.16,937.72,21.18,3.85,7,21°C,Tegucigalpa (Honduras),,port,citadel,walls,plaza,,,{t1:argent;charges:[{charge:crossHummetty;t:azure;p:e;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Krommerschans&population=4044&size=22&seed=6028841150489&river=0&coast=1&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.48
490,Gribbelstad,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,5055,1081.22,746.75,25.32,2.65,25,17°C,Lisbon (Portugal),,,citadel,walls,plaza,,shanty town,{t1:argent;division:{division:perFess;t:purpure;line:nebuly};charges:[{charge:crossErminee;t:vert;p:e;divided:counter;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Gribbelstad&population=5055&size=24&seed=6028841150490&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
491,zuiderhoorn,Nachtgeboren land,Nachtgeboren land,Frijdaland,Frijdaland,Daans,Slovan Deities,4303,1383.81,914.63,21.68,9.27,3,20°C,Alexandria (Egypt),,port,citadel,,plaza,,,{t1:argent;charges:[{charge:castle2;t:gules;p:e;t2:gules;t3:gules;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=zuiderhoorn&population=4303&size=22&seed=6028841150491&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.85
492,zwoker burcht,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,1020,1155.86,553.18,29.51,4.28,283,12°C,Paris (France),,,citadel,,plaza,temple,,{t1:azure;charges:[{charge:crescent;t:or;p:abc;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=zwoker+burcht&population=1020&size=13&seed=6028841150492&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
493,Moekerbos,De warme landen,Cherninogo Shire,Frijdaland,Frijdaland,Daans,Slovan Deities,560,1013.04,746.79,25.32,1.16,63,17°C,Lisbon (Portugal),,,,,,,,{t1:or;charges:[{charge:ladder;t:gules;p:jln;size:0.7}];shield:polish},https://watabou.github.io/village-generator/?pop=560&name=&seed=6028841150493&width=1000&height=455&tags=dead+end%2Cuncultivated%2Cno+square%2Cdense
494,Heikneuterveen,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,920,1246.72,602.65,28.44,6.27,541,10°C,London (England),,,,,,,,{t1:gules;division:{division:perCross;t:argent;line:potentySinister};charges:[{charge:crossBurgundy;t:or;p:e;divided:counter;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=920&name=&seed=6028841150494&width=1000&height=455&tags=dead+end%2Cuncultivated%2Cno+square%2Cdense
495,Plakkerstoof,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,1200,1208.73,643.01,27.57,5.44,283,13°C,Milan (Italy),,,,walls,plaza,,shanty town,{t1:azure;ordinaries:[{ordinary:pall;t:or}];charges:[{charge:horseRampant;t:azure;p:jleh;t2:azure;t3:azure;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=Plakkerstoof&population=1200&size=14&seed=6028841150495&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
496,Bokkendam,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,1922,1373.22,668.11,27.02,9.04,3,16°C,Dubrovnik (Croatia),,,citadel,walls,plaza,,,{t1:sanguine;ordinaries:[{ordinary:bend;t:or;line:straight}];charges:[{charge:crescent;t:or;p:cg;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=Bokkendam&population=1922&size=17&seed=6028841150496&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
497,Sprokkeldorp,Holmbor,Holmbor Territory,Frijdaland,Frijdaland,Noordlander,Old Slovan Spirits,300,1549.91,695.51,26.43,12.9,12,16°C,Dubrovnik (Croatia),,,,,plaza,,,{t1:potentEnPointe-purpure-or-small;division:{division:perCross;t:or;line:straight};ordinaries:[{ordinary:pilesInPoint;t:argent}];shield:pavise},https://watabou.github.io/village-generator/?pop=300&name=&seed=6028841150497&width=800&height=364&tags=dead+end
498,Zeurdam,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Noordlander,Slovan Deities,1900,1447.77,679.49,26.78,10.67,3,16°C,Dubrovnik (Croatia),,,citadel,walls,plaza,,,{t1:sable;division:{division:perCross;t:gules;line:embattled};charges:[{charge:scissors;t:or;p:e;divided:counter;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Zeurdam&population=1900&size=17&seed=6028841150498&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
499,Moddergat,Arester Plaat,Arester Plaat,Frijdaland,Frijdaland,Daans,Path of Remiradarin,302,999.57,543.68,29.72,0.87,88,12°C,Paris (France),,,,,,,,{t1:vert;division:{division:perFess;t:or;line:straight};charges:[{charge:stagPassant;t:argent;p:k;t2:argent;size:0.7};{charge:boarHeadErased;t:purpure;p:n;size:0.7}];shield:renaissance},https://watabou.github.io/village-generator/?pop=302&name=&seed=6028841150499&width=800&height=364&tags=dead+end%2Cno+square%2Cdense
500,Schraapsveld,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Soumi Faith,1100,1209.05,501.63,30.63,5.45,283,10°C,London (England),,,,,plaza,,shanty town,{t1:sable;division:{division:perFess;t:argent;line:straight};charges:[{charge:scissors;t:or;p:kn;divided:counter;size:0.7}];shield:spanish},https://watabou.github.io/city-generator/?name=Schraapsveld&population=1100&size=14&seed=6028841150500&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=1&gates=-1
501,Reuzelstad,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,3200,1147.77,735.94,25.55,4.11,484,14°C,Washington (D.C.),,,citadel,walls,plaza,temple,,{t1:or;division:{division:perFess;t:sable;line:straight};shield:polish},https://watabou.github.io/city-generator/?name=Reuzelstad&population=3200&size=20&seed=6028841150501&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
502,Drekkerdam,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,2300,1150.97,854.9,22.98,4.18,33,19°C,Marrakesh (Morocco),,,citadel,,plaza,,,{t1:argent;ordinaries:[{ordinary:cross;t:sable;line:straight}];charges:[{charge:mullet6Pierced;t:argent;p:behdf;size:0.3}];shield:polish},https://watabou.github.io/city-generator/?name=Drekkerdam&population=2300&size=18&seed=6028841150502&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
503,Torenstoof,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,2262,1242.29,659.44,27.21,6.18,871,9°C,Copenhagen (Denmark),,,citadel,,plaza,,shanty town,{t1:fretty-argent-gules-smaller;ordinaries:[{ordinary:bordure;t:vert}];shield:polish},https://watabou.github.io/city-generator/?name=Torenstoof&population=2262&size=18&seed=6028841150503&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=1&gates=-1
504,Spleetsteen,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,4600,1155.78,759.97,25.03,4.28,484,14°C,Washington (D.C.),,,citadel,walls,plaza,,,{t1:argent;ordinaries:[{ordinary:bend;t:purpure;line:straight}];charges:[{charge:ladder;t:purpure;p:c;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=Spleetsteen&population=4600&size=23&seed=6028841150504&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
505,Oudwikken,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,134,1209.05,772.79,24.76,5.45,164,16°C,Dubrovnik (Croatia),,,,,plaza,,,{t1:tenné;charges:[{charge:wheatStalk;t:or;p:jln;t2:or;size:0.7}];shield:polish},https://watabou.github.io/village-generator/?pop=134&name=&seed=6028841150505&width=600&height=273&tags=dead+end
506,Kwelhoek,Prellebergse landen,Prellebergse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,3500,1284.35,857.1,22.93,7.1,33,19°C,Marrakesh (Morocco),,,citadel,walls,plaza,,shanty town,{t1:argent;charges:[{charge:ladder;t:azure;p:abc;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=Kwelhoek&population=3500&size=21&seed=6028841150506&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
507,Duiwelstee,Prellebergse landen,Prellebergse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,900,1313.35,830.07,23.52,7.73,88,18°C,Barcelona (Spain),,,,,plaza,,,{t1:argent;ordinaries:[{ordinary:bar;t:purpure;line:wavy}];charges:[{charge:cavalier;t:argent;p:def;t2:argent;t3:purpure;size:0.3}];shield:polish},https://watabou.github.io/village-generator/?pop=900&name=&seed=6028841150507&width=1000&height=455&tags=dead+end%2Cdense
